dict_size,random_seed,char,start_count,end_count,total_count,start_rate,end_rate,total_rate
125,3,ん,0,13,13,0.000000,0.104000,0.052000
125,3,ゔ,1,0,1,0.008000,0.000000,0.004000
125,4,あ,3,6,9,0.024000,0.048000,0.036000
125,4,い,3,13,16,0.024000,0.104000,0.064000
125,4,う,3,7,10,0.024000,0.056000,0.040000
125,4,え,1,0,1,0.008000,0.000000,0.004000
125,4,お,4,2,6,0.032000,0.016000,0.024000
125,4,か,8,2,10,0.064000,0.016000,0.040000
125,4,が,1,0,1,0.008000,0.000000,0.004000
125,4,き,1,7,8,0.008000,0.056000,0.032000
125,4,ぎ,0,1,1,0.000000,0.008000,0.004000
125,4,く,1,8,9,0.008000,0.064000,0.036000
125,4,ぐ,1,1,2,0.008000,0.008000,0.008000
125,4,け,2,0,2,0.016000,0.000000,0.008000
125,4,げ,2,0,2,0.016000,0.000000,0.008000
125,4,こ,6,2,8,0.048000,0.016000,0.032000
125,4,さ,6,1,7,0.048000,0.008000,0.028000
125,4,し,7,2,9,0.056000,0.016000,0.036000
125,4,じ,5,2,7,0.040000,0.016000,0.028000
125,4,す,4,8,12,0.032000,0.064000,0.048000
125,4,ず,2,0,2,0.016000,0.000000,0.008000
125,4,せ,9,0,9,0.072000,0.000000,0.036000
125,4,そ,3,1,4,0.024000,0.008000,0.016000
125,4,ぞ,1,0,1,0.008000,0.000000,0.004000
125,4,た,5,0,5,0.040000,0.000000,0.020000
125,4,だ,3,1,4,0.024000,0.008000,0.016000
125,4,ち,2,2,4,0.016000,0.016000,0.016000
125,4,つ,0,6,6,0.000000,0.048000,0.024000
125,4,て,4,0,4,0.032000,0.000000,0.016000
125,4,で,2,0,2,0.016000,0.000000,0.008000
125,4,と,2,5,7,0.016000,0.040000,0.028000
125,4,ど,1,0,1,0.008000,0.000000,0.004000
125,4,な,2,1,3,0.016000,0.008000,0.012000
125,4,に,1,2,3,0.008000,0.016000,0.012000
125,4,ね,2,1,3,0.016000,0.008000,0.012000
125,4,は,3,0,3,0.024000,0.000000,0.012000
125,4,ば,1,0,1,0.008000,0.000000,0.004000
125,4,ぱ,1,0,1,0.008000,0.000000,0.004000
125,4,ひ,3,0,3,0.024000,0.000000,0.012000
125,4,び,1,0,1,0.008000,0.000000,0.004000
125,4,ふ,3,0,3,0.024000,0.000000,0.012000
125,4,ぶ,0,1,1,0.000000,0.008000,0.004000
125,4,ぷ,0,1,1,0.000000,0.008000,0.004000
125,4,ほ,2,0,2,0.016000,0.000000,0.008000
125,4,ぼ,0,1,1,0.000000,0.008000,0.004000
125,4,ま,2,0,2,0.016000,0.000000,0.008000
125,4,み,2,1,3,0.016000,0.008000,0.012000
125,4,む,0,1,1,0.000000,0.008000,0.004000
125,4,め,2,1,3,0.016000,0.008000,0.012000
125,4,や,1,1,2,0.008000,0.008000,0.008000
125,4,ゆ,0,3,3,0.000000,0.024000,0.012000
125,4,よ,2,1,3,0.016000,0.008000,0.012000
125,4,ら,0,3,3,0.000000,0.024000,0.012000
125,4,り,2,2,4,0.016000,0.016000,0.016000
125,4,る,0,9,9,0.000000,0.072000,0.036000
125,4,れ,0,2,2,0.000000,0.016000,0.008000
125,4,ろ,2,0,2,0.016000,0.000000,0.008000
125,4,わ,0,1,1,0.000000,0.008000,0.004000
125,4,ん,0,16,16,0.000000,0.128000,0.064000
125,4,ゔ,1,0,1,0.008000,0.000000,0.004000
150,0,あ,3,1,4,0.020000,0.006667,0.013333
150,0,い,4,16,20,0.026667,0.106667,0.066667
150,0,う,3,13,16,0.020000,0.086667,0.053333
150,0,え,0,1,1,0.000000,0.006667,0.003333
150,0,お,7,0,7,0.046667,0.000000,0.023333
150,0,か,12,2,14,0.080000,0.013333,0.046667
150,0,が,1,0,1,0.006667,0.000000,0.003333
150,0,き,7,3,10,0.046667,0.020000,0.033333
150,0,ぎ,1,1,2,0.006667,0.006667,0.006667
150,0,く,3,15,18,0.020000,0.100000,0.060000
150,0,ぐ,2,3,5,0.013333,0.020000,0.016667
150,0,け,1,1,2,0.006667,0.006667,0.006667
150,0,こ,3,1,4,0.020000,0.006667,0.013333
150,0,ご,3,0,3,0.020000,0.000000,0.010000
150,0,さ,5,2,7,0.033333,0.013333,0.023333
150,0,し,11,4,15,0.073333,0.026667,0.050000
150,0,じ,4,2,6,0.026667,0.013333,0.020000
150,0,す,3,6,9,0.020000,0.040000,0.030000
150,0,ず,0,2,2,0.000000,0.013333,0.006667
150,0,せ,4,1,5,0.026667,0.006667,0.016667
150,0,そ,2,1,3,0.013333,0.006667,0.010000
150,0,た,4,2,6,0.026667,0.013333,0.020000
150,0,だ,3,0,3,0.020000,0.000000,0.010000
150,0,ち,4,2,6,0.026667,0.013333,0.020000
150,0,つ,0,4,4,0.000000,0.026667,0.013333
150,0,て,3,0,3,0.020000,0.000000,0.010000
150,0,と,2,4,6,0.013333,0.026667,0.020000
150,0,ど,2,6,8,0.013333,0.040000,0.026667
150,0,な,3,0,3,0.020000,0.000000,0.010000
150,0,に,1,1,2,0.006667,0.006667,0.006667
150,0,の,2,0,2,0.013333,0.000000,0.006667
150,0,は,2,0,2,0.013333,0.000000,0.006667
150,0,ば,1,2,3,0.006667,0.013333,0.010000
150,0,ぱ,1,0,1,0.006667,0.000000,0.003333
150,0,ひ,2,0,2,0.013333,0.000000,0.006667
150,0,び,0,1,1,0.000000,0.006667,0.003333
150,0,ふ,5,0,5,0.033333,0.000000,0.016667
150,0,ぶ,2,4,6,0.013333,0.026667,0.020000
150,0,ぷ,1,2,3,0.006667,0.013333,0.010000
150,0,へ,2,0,2,0.013333,0.000000,0.006667
150,0,ほ,2,0,2,0.013333,0.000000,0.006667
150,0,ぼ,1,0,1,0.006667,0.000000,0.003333
150,0,ま,3,1,4,0.020000,0.006667,0.013333
150,0,み,2,2,4,0.013333,0.013333,0.013333
150,0,む,3,1,4,0.020000,0.006667,0.013333
150,0,め,3,1,4,0.020000,0.006667,0.013333
150,0,も,2,1,3,0.013333,0.006667,0.010000
150,0,や,1,3,4,0.006667,0.020000,0.013333
150,0,ゆ,1,1,2,0.006667,0.006667,0.006667
150,0,よ,3,1,4,0.020000,0.006667,0.013333
150,0,ら,1,1,2,0.006667,0.006667,0.006667
150,0,り,4,3,7,0.026667,0.020000,0.023333
150,0,る,0,9,9,0.000000,0.060000,0.030000
150,0,れ,0,3,3,0.000000,0.020000,0.010000
150,0,ろ,1,1,2,0.006667,0.006667,0.006667
150,0,わ,4,0,4,0.026667,0.000000,0.013333
150,0,ん,0,19,19,0.000000,0.126667,0.063333
150,1,あ,7,6,13,0.046667,0.040000,0.043333
150,1,い,10,19,29,0.066667,0.126667,0.096667
150,1,う,1,15,16,0.006667,0.100000,0.053333
150,1,え,0,2,2,0.000000,0.013333,0.006667
150,1,お,3,1,4,0.020000,0.006667,0.013333
150,1,か,6,2,8,0.040000,0.013333,0.026667
150,1,が,2,1,3,0.013333,0.006667,0.010000
150,1,き,3,4,7,0.020000,0.026667,0.023333
150,1,く,1,16,17,0.006667,0.106667,0.056667
150,1,け,0,1,1,0.000000,0.006667,0.003333
150,1,げ,0,1,1,0.000000,0.006667,0.003333
150,1,こ,8,1,9,0.053333,0.006667,0.030000
150,1,ご,1,0,1,0.006667,0.000000,0.003333
150,1,さ,3,0,3,0.020000,0.000000,0.010000
150,1,し,11,2,13,0.073333,0.013333,0.043333
150,1,じ,4,0,4,0.026667,0.000000,0.013333
150,1,す,2,5,7,0.013333,0.033333,0.023333
150,1,せ,4,0,4,0.026667,0.000000,0.013333
150,1,ぜ,1,0,1,0.006667,0.000000,0.003333
150,1,そ,1,1,2,0.006667,0.006667,0.006667
150,1,ぞ,1,0,1,0.006667,0.000000,0.003333
150,1,た,1,2,3,0.006667,0.013333,0.010000
150,1,だ,1,0,1,0.006667,0.000000,0.003333
150,1,ち,3,3,6,0.020000,0.020000,0.020000
150,1,つ,2,6,8,0.013333,0.040000,0.026667
150,1,て,2,1,3,0.013333,0.006667,0.010000
150,1,で,2,1,3,0.013333,0.006667,0.010000
150,1,と,4,4,8,0.026667,0.026667,0.026667
150,1,ど,2,2,4,0.013333,0.013333,0.013333
150,1,な,3,1,4,0.020000,0.006667,0.013333
150,1,に,2,1,3,0.013333,0.006667,0.010000
150,1,ね,4,0,4,0.026667,0.000000,0.013333
150,1,は,3,0,3,0.020000,0.000000,0.010000
150,1,ば,2,0,2,0.013333,0.000000,0.006667
150,1,ぱ,1,0,1,0.006667,0.000000,0.003333
150,1,ひ,5,1,6,0.033333,0.006667,0.020000
150,1,ふ,4,2,6,0.026667,0.013333,0.020000
150,1,ぶ,2,1,3,0.013333,0.006667,0.010000
150,1,ぷ,1,1,2,0.006667,0.006667,0.006667
150,1,へ,2,0,2,0.013333,0.000000,0.006667
150,1,ぺ,1,0,1,0.006667,0.000000,0.003333
150,1,ほ,6,1,7,0.040000,0.006667,0.023333
150,1,ぼ,2,0,2,0.013333,0.000000,0.006667
150,1,ま,3,1,4,0.020000,0.006667,0.013333
150,1,み,1,0,1,0.006667,0.000000,0.003333
150,1,む,3,5,8,0.020000,0.033333,0.026667
150,1,め,3,2,5,0.020000,0.013333,0.016667
150,1,も,5,1,6,0.033333,0.006667,0.020000
150,1,や,1,2,3,0.006667,0.013333,0.010000
150,1,よ,2,2,4,0.013333,0.013333,0.013333
150,1,ら,2,4,6,0.013333,0.026667,0.020000
150,1,り,3,3,6,0.020000,0.020000,0.020000
150,1,る,0,8,8,0.000000,0.053333,0.026667
150,1,れ,2,0,2,0.013333,0.000000,0.006667
150,1,ろ,1,3,4,0.006667,0.020000,0.013333
150,1,ん,0,15,15,0.000000,0.100000,0.050000
150,2,あ,3,2,5,0.020000,0.013333,0.016667
150,2,い,10,20,30,0.066667,0.133333,0.100000
150,2,う,3,13,16,0.020000,0.086667,0.053333
150,2,え,1,1,2,0.006667,0.006667,0.006667
150,2,お,5,0,5,0.033333,0.000000,0.016667
150,2,か,5,3,8,0.033333,0.020000,0.026667
150,2,が,2,1,3,0.013333,0.006667,0.010000
150,2,き,3,7,10,0.020000,0.046667,0.033333
150,2,ぎ,0,4,4,0.000000,0.026667,0.013333
150,2,く,2,8,10,0.013333,0.053333,0.033333
150,2,ぐ,0,1,1,0.000000,0.006667,0.003333
150,2,け,2,0,2,0.013333,0.000000,0.006667
150,2,げ,3,0,3,0.020000,0.000000,0.010000
150,2,こ,9,2,11,0.060000,0.013333,0.036667
150,2,ご,0,2,2,0.000000,0.013333,0.006667
150,2,さ,1,0,1,0.006667,0.000000,0.003333
150,2,ざ,1,0,1,0.006667,0.000000,0.003333
150,2,し,8,0,8,0.053333,0.000000,0.026667
150,2,じ,7,3,10,0.046667,0.020000,0.033333
150,2,す,4,2,6,0.026667,0.013333,0.020000
150,2,ず,0,1,1,0.000000,0.006667,0.003333
150,2,せ,1,1,2,0.006667,0.006667,0.006667
150,2,そ,2,0,2,0.013333,0.000000,0.006667
150,2,ぞ,2,0,2,0.013333,0.000000,0.006667
150,2,た,2,3,5,0.013333,0.020000,0.016667
150,2,だ,2,0,2,0.013333,0.000000,0.006667
150,2,ち,3,3,6,0.020000,0.020000,0.020000
150,2,つ,1,7,8,0.006667,0.046667,0.026667
150,2,て,7,0,7,0.046667,0.000000,0.023333
150,2,で,3,0,3,0.020000,0.000000,0.010000
150,2,と,3,5,8,0.020000,0.033333,0.026667
150,2,ど,1,2,3,0.006667,0.013333,0.010000
150,2,な,2,1,3,0.013333,0.006667,0.010000
150,2,に,2,1,3,0.013333,0.006667,0.010000
150,2,ぬ,0,1,1,0.000000,0.006667,0.003333
150,2,ね,1,0,1,0.006667,0.000000,0.003333
150,2,は,3,0,3,0.020000,0.000000,0.010000
150,2,ぱ,3,0,3,0.020000,0.000000,0.010000
150,2,ひ,4,0,4,0.026667,0.000000,0.013333
150,2,び,1,0,1,0.006667,0.000000,0.003333
150,2,ぴ,1,0,1,0.006667,0.000000,0.003333
150,2,ふ,2,1,3,0.013333,0.006667,0.010000
150,2,ぶ,3,3,6,0.020000,0.020000,0.020000
150,2,ぷ,1,1,2,0.006667,0.006667,0.006667
150,2,べ,1,1,2,0.006667,0.006667,0.006667
150,2,ほ,7,0,7,0.046667,0.000000,0.023333
150,2,ぼ,2,2,4,0.013333,0.013333,0.013333
150,2,ぽ,1,0,1,0.006667,0.000000,0.003333
150,2,ま,5,0,5,0.033333,0.000000,0.016667
150,2,み,1,0,1,0.006667,0.000000,0.003333
150,2,む,0,2,2,0.000000,0.013333,0.006667
150,2,め,1,0,1,0.006667,0.000000,0.003333
150,2,も,1,0,1,0.006667,0.000000,0.003333
150,2,や,3,3,6,0.020000,0.020000,0.020000
150,2,ゆ,2,1,3,0.013333,0.006667,0.010000
150,2,よ,1,1,2,0.006667,0.006667,0.006667
150,2,ら,0,3,3,0.000000,0.020000,0.010000
150,2,り,3,3,6,0.020000,0.020000,0.020000
150,2,る,0,10,10,0.000000,0.066667,0.033333
150,2,れ,2,1,3,0.013333,0.006667,0.010000
150,2,ろ,0,2,2,0.000000,0.013333,0.006667
150,2,わ,1,0,1,0.006667,0.000000,0.003333
150,2,ん,0,22,22,0.000000,0.146667,0.073333
150,3,あ,4,1,5,0.026667,0.006667,0.016667
150,3,い,8,20,28,0.053333,0.133333,0.093333
150,3,う,4,16,20,0.026667,0.106667,0.066667
150,3,え,0,1,1,0.000000,0.006667,0.003333
150,3,お,5,1,6,0.033333,0.006667,0.020000
150,3,か,4,1,5,0.026667,0.006667,0.016667
150,3,が,2,1,3,0.013333,0.006667,0.010000
150,3,き,2,4,6,0.013333,0.026667,0.020000
150,3,ぎ,2,0,2,0.013333,0.000000,0.006667
150,3,く,3,14,17,0.020000,0.093333,0.056667
150,3,ぐ,0,1,1,0.000000,0.006667,0.003333
150,3,け,4,0,4,0.026667,0.000000,0.013333
150,3,げ,1,1,2,0.006667,0.006667,0.006667
150,3,こ,1,3,4,0.006667,0.020000,0.013333
150,3,さ,2,0,2,0.013333,0.000000,0.006667
150,3,し,8,2,10,0.053333,0.013333,0.033333
150,3,じ,4,2,6,0.026667,0.013333,0.020000
150,3,す,6,7,13,0.040000,0.046667,0.043333
150,3,せ,3,0,3,0.020000,0.000000,0.010000
150,3,そ,4,0,4,0.026667,0.000000,0.013333
150,3,ぞ,1,0,1,0.006667,0.000000,0.003333
150,3,た,2,2,4,0.013333,0.013333,0.013333
150,3,だ,2,0,2,0.013333,0.000000,0.006667
150,3,ち,5,3,8,0.033333,0.020000,0.026667
150,3,つ,3,10,13,0.020000,0.066667,0.043333
150,3,て,1,1,2,0.006667,0.006667,0.006667
150,3,で,1,0,1,0.006667,0.000000,0.003333
150,3,と,4,3,7,0.026667,0.020000,0.023333
150,3,ど,4,2,6,0.026667,0.013333,0.020000
150,3,な,2,0,2,0.013333,0.000000,0.006667
150,3,に,3,2,5,0.020000,0.013333,0.016667
150,3,ね,1,1,2,0.006667,0.006667,0.006667
150,3,の,1,0,1,0.006667,0.000000,0.003333
150,3,は,5,0,5,0.033333,0.000000,0.016667
150,3,ば,0,1,1,0.000000,0.006667,0.003333
150,3,ぱ,1,0,1,0.006667,0.000000,0.003333
150,3,ひ,1,0,1,0.006667,0.000000,0.003333
150,3,び,0,2,2,0.000000,0.013333,0.006667
150,3,ぴ,1,0,1,0.006667,0.000000,0.003333
150,3,ふ,6,1,7,0.040000,0.006667,0.023333
150,3,ぶ,1,2,3,0.006667,0.013333,0.010000
150,3,ぷ,1,1,2,0.006667,0.006667,0.006667
150,3,へ,1,0,1,0.006667,0.000000,0.003333
150,3,ほ,3,0,3,0.020000,0.000000,0.010000
150,3,ま,3,1,4,0.020000,0.006667,0.013333
150,3,み,2,1,3,0.013333,0.006667,0.010000
150,3,む,2,6,8,0.013333,0.040000,0.026667
150,3,め,3,1,4,0.020000,0.006667,0.013333
150,3,も,2,1,3,0.013333,0.006667,0.010000
150,3,や,1,5,6,0.006667,0.033333,0.020000
150,3,よ,4,0,4,0.026667,0.000000,0.013333
150,3,ら,2,1,3,0.013333,0.006667,0.010000
150,3,り,5,2,7,0.033333,0.013333,0.023333
150,3,る,1,9,10,0.006667,0.060000,0.033333
150,3,れ,3,0,3,0.020000,0.000000,0.010000
150,3,ろ,1,1,2,0.006667,0.006667,0.006667
150,3,わ,3,0,3,0.020000,0.000000,0.010000
150,3,ん,0,16,16,0.000000,0.106667,0.053333
150,3,ゔ,1,0,1,0.006667,0.000000,0.003333
150,4,あ,3,6,9,0.020000,0.040000,0.030000
150,4,い,4,15,19,0.026667,0.100000,0.063333
150,4,う,4,9,13,0.026667,0.060000,0.043333
150,4,え,1,0,1,0.006667,0.000000,0.003333
150,4,お,7,2,9,0.046667,0.013333,0.030000
150,4,か,9,2,11,0.060000,0.013333,0.036667
150,4,が,1,0,1,0.006667,0.000000,0.003333
150,4,き,3,9,12,0.020000,0.060000,0.040000
150,4,ぎ,0,1,1,0.000000,0.006667,0.003333
150,4,く,1,11,12,0.006667,0.073333,0.040000
150,4,ぐ,1,1,2,0.006667,0.006667,0.006667
150,4,け,3,0,3,0.020000,0.000000,0.010000
150,4,げ,2,0,2,0.013333,0.000000,0.006667
150,4,こ,7,2,9,0.046667,0.013333,0.030000
150,4,さ,6,1,7,0.040000,0.006667,0.023333
150,4,ざ,2,0,2,0.013333,0.000000,0.006667
150,4,し,7,2,9,0.046667,0.013333,0.030000
150,4,じ,6,2,8,0.040000,0.013333,0.026667
150,4,す,4,8,12,0.026667,0.053333,0.040000
150,4,ず,2,0,2,0.013333,0.000000,0.006667
150,4,せ,11,1,12,0.073333,0.006667,0.040000
150,4,ぜ,0,1,1,0.000000,0.006667,0.003333
150,4,そ,3,1,4,0.020000,0.006667,0.013333
150,4,ぞ,1,0,1,0.006667,0.000000,0.003333
150,4,た,6,0,6,0.040000,0.000000,0.020000
150,4,だ,3,2,5,0.020000,0.013333,0.016667
150,4,ち,2,2,4,0.013333,0.013333,0.013333
150,4,つ,0,7,7,0.000000,0.046667,0.023333
150,4,て,4,1,5,0.026667,0.006667,0.016667
150,4,で,2,0,2,0.013333,0.000000,0.006667
150,4,と,2,6,8,0.013333,0.040000,0.026667
150,4,ど,1,0,1,0.006667,0.000000,0.003333
150,4,な,2,1,3,0.013333,0.006667,0.010000
150,4,に,2,2,4,0.013333,0.013333,0.013333
150,4,ね,2,1,3,0.013333,0.006667,0.010000
150,4,は,4,0,4,0.026667,0.000000,0.013333
150,4,ば,2,0,2,0.013333,0.000000,0.006667
150,4,ぱ,1,0,1,0.006667,0.000000,0.003333
150,4,ひ,3,0,3,0.020000,0.000000,0.010000
150,4,び,1,0,1,0.006667,0.000000,0.003333
150,4,ふ,3,0,3,0.020000,0.000000,0.010000
150,4,ぶ,0,1,1,0.000000,0.006667,0.003333
150,4,ぷ,1,1,2,0.006667,0.006667,0.006667
150,4,ほ,2,0,2,0.013333,0.000000,0.006667
150,4,ぼ,0,1,1,0.000000,0.006667,0.003333
150,4,ま,2,0,2,0.013333,0.000000,0.006667
150,4,み,3,2,5,0.020000,0.013333,0.016667
150,4,む,0,1,1,0.000000,0.006667,0.003333
150,4,め,3,1,4,0.020000,0.006667,0.013333
150,4,や,1,3,4,0.006667,0.020000,0.013333
150,4,ゆ,0,3,3,0.000000,0.020000,0.010000
150,4,よ,3,1,4,0.020000,0.006667,0.013333
150,4,ら,0,3,3,0.000000,0.020000,0.010000
150,4,り,3,3,6,0.020000,0.020000,0.020000
150,4,る,0,12,12,0.000000,0.080000,0.040000
150,4,れ,1,2,3,0.006667,0.013333,0.010000
150,4,ろ,2,0,2,0.013333,0.000000,0.006667
150,4,わ,0,1,1,0.000000,0.006667,0.003333
150,4,ん,0,19,19,0.000000,0.126667,0.063333
150,4,ゔ,1,0,1,0.006667,0.000000,0.003333
200,0,あ,5,1,6,0.025000,0.005000,0.015000
200,0,い,5,21,26,0.025000,0.105000,0.065000
200,0,う,4,23,27,0.020000,0.115000,0.067500
200,0,え,0,3,3,0.000000,0.015000,0.007500
200,0,お,11,0,11,0.055000,0.000000,0.027500
200,0,か,15,2,17,0.075000,0.010000,0.042500
200,0,が,1,0,1,0.005000,0.000000,0.002500
200,0,き,8,3,11,0.040000,0.015000,0.027500
200,0,ぎ,1,1,2,0.005000,0.005000,0.005000
200,0,く,3,18,21,0.015000,0.090000,0.052500
200,0,ぐ,2,4,6,0.010000,0.020000,0.015000
200,0,け,2,2,4,0.010000,0.010000,0.010000
200,0,げ,1,0,1,0.005000,0.000000,0.002500
200,0,こ,7,1,8,0.035000,0.005000,0.020000
200,0,ご,3,0,3,0.015000,0.000000,0.007500
200,0,さ,7,3,10,0.035000,0.015000,0.025000
200,0,し,12,5,17,0.060000,0.025000,0.042500
200,0,じ,8,5,13,0.040000,0.025000,0.032500
200,0,す,3,6,9,0.015000,0.030000,0.022500
200,0,ず,0,2,2,0.000000,0.010000,0.005000
200,0,せ,4,1,5,0.020000,0.005000,0.012500
200,0,そ,3,1,4,0.015000,0.005000,0.010000
200,0,た,5,2,7,0.025000,0.010000,0.017500
200,0,だ,3,0,3,0.015000,0.000000,0.007500
200,0,ち,6,2,8,0.030000,0.010000,0.020000
200,0,つ,1,4,5,0.005000,0.020000,0.012500
200,0,て,5,0,5,0.025000,0.000000,0.012500
200,0,と,2,5,7,0.010000,0.025000,0.017500
200,0,ど,3,9,12,0.015000,0.045000,0.030000
200,0,な,3,0,3,0.015000,0.000000,0.007500
200,0,に,2,1,3,0.010000,0.005000,0.007500
200,0,ぬ,0,1,1,0.000000,0.005000,0.002500
200,0,の,2,2,4,0.010000,0.010000,0.010000
200,0,は,4,0,4,0.020000,0.000000,0.010000
200,0,ば,2,2,4,0.010000,0.010000,0.010000
200,0,ぱ,1,0,1,0.005000,0.000000,0.002500
200,0,ひ,3,0,3,0.015000,0.000000,0.007500
200,0,び,0,1,1,0.000000,0.005000,0.002500
200,0,ふ,8,0,8,0.040000,0.000000,0.020000
200,0,ぶ,2,4,6,0.010000,0.020000,0.015000
200,0,ぷ,1,2,3,0.005000,0.010000,0.007500
200,0,へ,2,0,2,0.010000,0.000000,0.005000
200,0,ほ,4,0,4,0.020000,0.000000,0.010000
200,0,ぼ,1,0,1,0.005000,0.000000,0.002500
200,0,ま,3,1,4,0.015000,0.005000,0.010000
200,0,み,3,2,5,0.015000,0.010000,0.012500
200,0,む,3,2,5,0.015000,0.010000,0.012500
200,0,め,4,2,6,0.020000,0.010000,0.015000
200,0,も,2,1,3,0.010000,0.005000,0.007500
200,0,や,2,3,5,0.010000,0.015000,0.012500
200,0,ゆ,1,2,3,0.005000,0.010000,0.007500
200,0,よ,5,2,7,0.025000,0.010000,0.017500
200,0,ら,1,1,2,0.005000,0.005000,0.005000
200,0,り,4,6,10,0.020000,0.030000,0.025000
200,0,る,0,10,10,0.000000,0.050000,0.025000
200,0,れ,0,3,3,0.000000,0.015000,0.007500
200,0,ろ,3,1,4,0.015000,0.005000,0.010000
200,0,わ,4,0,4,0.020000,0.000000,0.010000
200,0,ん,0,27,27,0.000000,0.135000,0.067500
200,1,あ,8,8,16,0.040000,0.040000,0.040000
200,1,い,14,22,36,0.070000,0.110000,0.090000
200,1,う,1,21,22,0.005000,0.105000,0.055000
200,1,え,0,2,2,0.000000,0.010000,0.005000
200,1,お,5,1,6,0.025000,0.005000,0.015000
200,1,か,6,4,10,0.030000,0.020000,0.025000
200,1,が,3,1,4,0.015000,0.005000,0.010000
200,1,き,5,6,11,0.025000,0.030000,0.027500
200,1,く,1,20,21,0.005000,0.100000,0.052500
200,1,ぐ,1,1,2,0.005000,0.005000,0.005000
200,1,け,0,1,1,0.000000,0.005000,0.002500
200,1,げ,2,2,4,0.010000,0.010000,0.010000
200,1,こ,10,2,12,0.050000,0.010000,0.030000
200,1,ご,2,0,2,0.010000,0.000000,0.005000
200,1,さ,3,0,3,0.015000,0.000000,0.007500
200,1,し,15,3,18,0.075000,0.015000,0.045000
200,1,じ,7,1,8,0.035000,0.005000,0.020000
200,1,す,3,6,9,0.015000,0.030000,0.022500
200,1,せ,5,0,5,0.025000,0.000000,0.012500
200,1,ぜ,1,0,1,0.005000,0.000000,0.002500
200,1,そ,2,1,3,0.010000,0.005000,0.007500
200,1,ぞ,1,0,1,0.005000,0.000000,0.002500
200,1,た,4,2,6,0.020000,0.010000,0.015000
200,1,だ,1,0,1,0.005000,0.000000,0.002500
200,1,ち,4,3,7,0.020000,0.015000,0.017500
200,1,つ,2,9,11,0.010000,0.045000,0.027500
200,1,て,2,1,3,0.010000,0.005000,0.007500
200,1,で,2,1,3,0.010000,0.005000,0.007500
200,1,と,4,6,10,0.020000,0.030000,0.025000
200,1,ど,3,2,5,0.015000,0.010000,0.012500
200,1,な,5,1,6,0.025000,0.005000,0.015000
200,1,に,2,1,3,0.010000,0.005000,0.007500
200,1,ね,4,1,5,0.020000,0.005000,0.012500
200,1,の,1,0,1,0.005000,0.000000,0.002500
200,1,は,6,0,6,0.030000,0.000000,0.015000
200,1,ば,2,0,2,0.010000,0.000000,0.005000
200,1,ぱ,2,0,2,0.010000,0.000000,0.005000
200,1,ひ,7,1,8,0.035000,0.005000,0.020000
200,1,ふ,5,2,7,0.025000,0.010000,0.017500
200,1,ぶ,2,1,3,0.010000,0.005000,0.007500
200,1,ぷ,1,1,2,0.005000,0.005000,0.005000
200,1,へ,2,0,2,0.010000,0.000000,0.005000
200,1,べ,1,0,1,0.005000,0.000000,0.002500
200,1,ぺ,1,0,1,0.005000,0.000000,0.002500
200,1,ほ,8,1,9,0.040000,0.005000,0.022500
200,1,ぼ,2,0,2,0.010000,0.000000,0.005000
200,1,ま,6,1,7,0.030000,0.005000,0.017500
200,1,み,1,0,1,0.005000,0.000000,0.002500
200,1,む,3,8,11,0.015000,0.040000,0.027500
200,1,め,4,2,6,0.020000,0.010000,0.015000
200,1,も,5,2,7,0.025000,0.010000,0.017500
200,1,や,1,2,3,0.005000,0.010000,0.007500
200,1,よ,3,3,6,0.015000,0.015000,0.015000
200,1,ら,2,4,6,0.010000,0.020000,0.015000
200,1,り,3,4,7,0.015000,0.020000,0.017500
200,1,る,0,12,12,0.000000,0.060000,0.030000
200,1,れ,2,0,2,0.010000,0.000000,0.005000
200,1,ろ,1,3,4,0.005000,0.015000,0.010000
200,1,わ,1,0,1,0.005000,0.000000,0.002500
200,1,ん,0,24,24,0.000000,0.120000,0.060000
200,2,あ,5,4,9,0.025000,0.020000,0.022500
200,2,い,14,23,37,0.070000,0.115000,0.092500
200,2,う,3,18,21,0.015000,0.090000,0.052500
200,2,え,1,2,3,0.005000,0.010000,0.007500
200,2,お,7,1,8,0.035000,0.005000,0.020000
200,2,か,8,5,13,0.040000,0.025000,0.032500
200,2,が,2,1,3,0.010000,0.005000,0.007500
200,2,き,5,12,17,0.025000,0.060000,0.042500
200,2,ぎ,1,4,5,0.005000,0.020000,0.012500
200,2,く,4,12,16,0.020000,0.060000,0.040000
200,2,ぐ,0,1,1,0.000000,0.005000,0.002500
200,2,け,3,0,3,0.015000,0.000000,0.007500
200,2,げ,4,1,5,0.020000,0.005000,0.012500
200,2,こ,10,2,12,0.050000,0.010000,0.030000
200,2,ご,0,2,2,0.000000,0.010000,0.005000
200,2,さ,1,0,1,0.005000,0.000000,0.002500
200,2,ざ,1,0,1,0.005000,0.000000,0.002500
200,2,し,12,0,12,0.060000,0.000000,0.030000
200,2,じ,12,4,16,0.060000,0.020000,0.040000
200,2,す,5,2,7,0.025000,0.010000,0.017500
200,2,ず,0,1,1,0.000000,0.005000,0.002500
200,2,せ,1,1,2,0.005000,0.005000,0.005000
200,2,そ,2,1,3,0.010000,0.005000,0.007500
200,2,ぞ,2,0,2,0.010000,0.000000,0.005000
200,2,た,3,3,6,0.015000,0.015000,0.015000
200,2,だ,3,1,4,0.015000,0.005000,0.010000
